n,m,C,S
66,18,7.29435710911205e-11,-2.96069132984745e-09
66,19,-3.14175717113982e-09,-1.15898674622938e-09
66,20,-1.31511759634115e-09,-1.22791603190681e-09
66,21,-1.63731209558073e-10,-1.35287421698064e-09
66,22,2.8222765143175e-09,2.41085782229092e-09
66,23,2.51200845761795e-09,4.03955910713853e-09
66,24,8.32442781831455e-10,3.09469926026354e-10
66,25,1.98529731527611e-09,-9.58298209118872e-10
66,26,2.78823129787251e-09,3.50489021032057e-10
66,27,2.87122517517367e-09,-1.44646368337543e-09
66,28,1.26745310486552e-09,-2.3216752179444e-09
66,29,-3.75863324352347e-09,2.61315924968325e-09
66,30,2.88788666021864e-09,-2.48499447616091e-09
66,31,-3.04019783586408e-09,8.57286611075367e-10
66,32,-1.20647536395338e-09,4.78026406653242e-10
66,33,4.01237821543573e-10,-4.17820063731251e-09
66,34,-5.9211164273171e-10,1.61081477414592e-09
66,35,2.4526658752843e-09,-1.87364836068364e-09
66,36,-1.30506240942725e-09,-1.95052669682757e-09
66,37,5.64506644848662e-10,2.33994279506519e-09
66,38,5.32766384493548e-10,3.51596163553721e-09
66,39,-5.08599021999219e-10,5.03388803188925e-09
66,40,-2.86114416167766e-09,-3.20470874008482e-09
66,41,-1.69062243390694e-09,3.09626730576294e-09
66,42,-3.47336357600956e-09,-3.63125116283641e-09
66,43,6.26413138237116e-10,-2.63801463156178e-09
66,44,1.8503990943075e-09,-4.51298737213217e-09
66,45,2.78634653478636e-10,-9.64352600850873e-10
66,46,4.73285620225112e-10,-2.94004621041105e-09
66,47,3.655540344771e-09,-9.57566178263325e-10
66,48,4.91376810899071e-09,4.85431310361885e-10
66,49,1.16970094609093e-09,2.55142387185676e-09
66,50,-2.33286555612318e-09,1.48996025082144e-09
66,51,-1.78629652003218e-09,-1.29350038194875e-09
66,52,-2.17688497061951e-09,-1.8102579828272e-10
66,53,-2.92105582702382e-09,-4.27294481589485e-09
66,54,-2.06018031150237e-09,-2.21534009651889e-09
66,55,-6.38209486779192e-10,-3.38106582867851e-09
66,56,-1.22682185995194e-09,9.59404108445929e-10
66,57,1.96010005438071e-09,5.15933380063747e-09
66,58,-1.94146486904091e-09,-7.08732615969418e-10
66,59,1.95805540010403e-09,3.12051201587386e-09
66,60,-9.92599618220211e-10,-2.99697902998736e-09
66,61,-2.66681752259263e-10,7.11410432853739e-11
66,62,6.91575036799805e-09,1.09225773081671e-09
66,63,4.83220932236273e-10,4.54828313245997e-09
66,64,1.43909838041234e-09,-1.88546369214502e-09
66,65,-3.83465177238455e-09,3.70351445632478e-09
66,66,-3.173867044914e-09,-1.25872396993463e-09
67,0,4.76877408077929e-10,0.0
67,1,-3.35806918306577e-09,2.04439611216076e-09
67,2,5.85408824241417e-10,-4.4145164758938e-09
67,3,-3.08944934146013e-10,2.6798045277597e-10
67,4,-1.25459937254714e-09,1.91222192029173e-09
67,5,2.00866723536828e-10,3.80177245391742e-09
67,6,-2.27638785663175e-09,6.92711139461918e-10
67,7,-3.74619249993753e-09,-2.00938556924268e-09
67,8,2.0168689261653e-09,-2.94454091937415e-09
67,9,3.44226100416778e-09,1.92745998921649e-09
67,10,1.2671719202962e-09,9.79465356583676e-11
67,11,1.43788556740356e-09,-5.25180151270209e-10
67,12,-2.73512579412561e-09,-2.49116318376866e-09
67,13,3.17414797121373e-09,-8.97761414556079e-10
67,14,1.2169148556976e-09,5.47059892111048e-10
67,15,1.10673448340258e-09,-8.3605636040168e-12
67,16,5.99285132074805e-10,9.93092780509945e-10
67,17,-2.63109521251461e-09,-1.68608917977919e-09
67,18,-1.64861801734588e-09,1.79688013738406e-09
67,19,8.48360108331137e-10,9.15109424045716e-10
67,20,3.07215568255684e-09,-1.53833290068247e-09
67,21,-2.76830854756919e-09,-4.31549307029428e-10
67,22,-2.6659403532879e-09,5.04589241568726e-09
67,23,2.8490367397296e-09,-1.05036553804736e-09
67,24,1.03073744570863e-09,-2.3866189298068e-09
67,25,4.16149751634557e-09,4.92207629594003e-10
67,26,4.15003913646321e-09,5.3136336034181e-10
67,27,1.48581851750139e-09,9.4556392428799e-10
67,28,-1.34783021137702e-09,-2.15370497854168e-09
67,29,-6.65764839152224e-10,1.58820396912084e-09
67,30,4.39380458584805e-11,-1.22182428335043e-09
67,31,-1.66266543276548e-09,3.53352224148901e-09
67,32,-1.70869613573417e-09,-3.1643507545512e-09
67,33,-8.42270077004474e-10,-4.3927891278207e-10
67,34,5.53552080114129e-10,2.44357943949229e-09
67,35,-2.50878194825732e-09,-3.25856924314903e-09
67,36,-1.56500847928602e-09,-1.94725035303124e-09
67,37,-2.79121872682983e-09,-5.29869840106503e-10
67,38,1.67648386620703e-09,-4.10337396764916e-10
67,39,-3.16901632842071e-10,4.14729144465801e-10
67,40,-7.36649410052801e-10,5.88432562693133e-11
67,41,-3.35723851927268e-10,-1.56190368043322e-09
67,42,-1.31152327547689e-09,2.47766840778698e-09
67,43,2.97474954454398e-09,-3.37295632087381e-09
67,44,2.75258791137147e-10,1.05223943879096e-09
67,45,-1.58473992644525e-09,9.40948189342062e-10
67,46,-3.02243122433232e-09,-7.04058587645348e-10
67,47,-2.86782075630959e-10,-2.06785418653013e-09
67,48,3.57946893642172e-09,-2.7531591841728e-09
67,49,1.49101465189154e-09,3.15744912234263e-09
67,50,6.6758692405353e-10,-6.7835447339386e-10
67,51,5.35357195138193e-09,-2.36964289311836e-09
67,52,4.30289955123351e-09,9.67046004091064e-10
67,53,1.01842266913315e-09,2.17771759616821e-10
67,54,-1.03867486011736e-10,-8.75285810373074e-10
67,55,5.50991024472067e-10,7.94843440475258e-09
67,56,-3.8357744421594e-09,-4.34621272221477e-09
67,57,3.24866534751435e-09,-1.00104914042371e-09
67,58,-3.05556156430201e-09,-2.27636118096389e-09
67,59,7.29432595442725e-10,-2.71327331791915e-09
67,60,3.2779389343702e-09,4.5047009601738e-10
67,61,2.07955427382289e-09,-2.93866663518488e-09
67,62,4.22019270622577e-09,-5.84151606723409e-09
67,63,1.84054962379222e-09,5.66927879622694e-09
67,64,-6.56091186828029e-11,-2.89596861878135e-09
67,65,-4.49073907419627e-10,-6.66724043291116e-10
67,66,6.33933681003325e-11,-4.56165347053105e-10
67,67,-8.55534949139651e-10,3.02138646272816e-09
68,0,-5.23196166221788e-10,0.0
68,1,1.89261698589052e-09,1.9142368242962e-09
68,2,-4.06139980382195e-09,-6.66403336960684e-10
68,3,-8.95537219894791e-10,1.19664531841145e-09
68,4,2.52599066732566e-09,-6.53418585586695e-10
68,5,7.11599787462541e-10,-6.73666093262199e-12
68,6,1.48787468691306e-09,1.29610122507426e-09
68,7,-1.82069766519406e-10,-3.57497768091726e-09
68,8,-1.544026306539e-09,2.47273780577679e-09
68,9,1.83131917863059e-09,3.59738771232555e-10
68,10,-6.38099180895858e-10,1.63039765651096e-09
68,11,4.80448532149463e-09,-1.96522567092272e-09
68,12,1.67726005482448e-11,7.90423382543208e-10
68,13,8.74685338809653e-10,-3.80024784496905e-09
68,14,-4.53116921476467e-10,4.58365667385944e-10
68,15,2.67060268761043e-09,-1.38301242953161e-09
68,16,2.77588214990673e-09,-3.73372030986478e-09
68,17,-2.20854692711842e-09,-1.22023007952803e-09
68,18,2.42858452694331e-10,9.60769441745352e-10
68,19,3.94807822813945e-09,1.89678557198477e-10
68,20,2.8966369409512e-09,-1.1956531372441e-10
68,21,-2.76501968041508e-09,2.77051457767503e-09
68,22,-4.22822897231589e-09,-2.61152104604624e-09
68,23,-2.99411472426174e-09,5.38754549616154e-10
68,24,2.87414036135468e-09,4.6371471469755e-10
68,25,-3.96189793691943e-10,2.77879263016036e-09
68,26,-1.90994526010237e-09,5.0750119381298e-10
68,27,-1.5885127828009e-09,-1.63037101945294e-10
68,28,7.42412150090565e-12,-4.93227497808025e-10
68,29,2.39434234607353e-09,-2.6611229371409e-09
68,30,8.88679918948641e-10,9.71874843315861e-10
68,31,1.63920779568245e-09,-7.50977213012143e-10
68,32,-4.33248420641701e-09,1.12762742861744e-09
68,33,3.1817734332767e-09,-6.04743426551562e-10
68,34,-8.39327548247086e-10,2.89657196342126e-09
68,35,-2.75726784596234e-09,1.90700047315772e-10
68,36,4.13391818861937e-09,1.04547387798092e-09
68,37,-4.68291590936148e-09,3.09941822978011e-09
68,38,-3.07663325798927e-09,-3.34688684423506e-09
68,39,-2.18252951680158e-09,-4.68901366814874e-10
68,40,1.18843099799905e-09,-9.04570518553962e-10
68,41,4.88832246676966e-09,-4.74711517893722e-09
68,42,-1.62500278331957e-09,3.16091667989e-09
68,43,1.78310912567524e-09,-7.49401795684982e-10
68,44,1.91683803738429e-09,3.84702930459394e-09
68,45,-1.56516685834523e-09,2.37558363902235e-09
68,46,-3.90131708063985e-09,-1.07286005578977e-09
68,47,-6.15488939317521e-10,-8.59290730572817e-10
68,48,-1.56374460764781e-09,-1.04508080004135e-09
68,49,2.4124717789653e-10,2.55972149183524e-09
68,50,-2.87306353467447e-09,1.00919373159386e-10
68,51,2.99770824206765e-09,-1.45251343318072e-09
68,52,-2.25212800262374e-09,-5.82204000261948e-10
68,53,-2.22500459060533e-09,-1.00437967705232e-11
68,54,-1.378473374264e-09,-6.22348591907195e-10
68,55,1.47736114801679e-11,-3.2312436313648e-09
68,56,3.4206663395715e-09,-5.34930701051875e-09
68,57,2.70200660250151e-09,1.541440172833e-09
68,58,1.28456723368367e-09,5.39177408680206e-10
68,59,5.51339795158144e-09,3.82912717132736e-09
68,60,-1.53948636095495e-09,1.79836941918305e-09
68,61,-8.59774774493863e-10,1.05607828852735e-09
68,62,2.90534195999601e-09,8.08033186289374e-10
68,63,2.94221359915236e-10,-4.99739573482045e-09
68,64,-3.947961302766e-09,-3.7304585476199e-09
68,65,3.59348170548015e-09,-3.52895549630364e-10
68,66,7.20052208327349e-10,-1.23833632038503e-09
68,67,3.904876896802e-09,-6.89688728409926e-10
68,68,-1.3939107342508e-09,2.30387855626855e-09
69,0,6.18121399841284e-10,0.0
69,1,6.32252103591508e-10,-3.49024366668747e-09
69,2,-2.4284519668116e-09,9.56286602339902e-10
69,3,2.10862101896097e-09,-2.2239515567167e-09
69,4,-1.92689946226936e-09,-4.42179135121287e-10
69,5,2.34913023032301e-09,3.00832356275502e-09
69,6,3.36129410187925e-10,1.66001303503164e-09
69,7,1.15307618037003e-09,-7.63984776034914e-10
69,8,-1.46767524183356e-09,9.49915271638966e-11
69,9,-1.51791418383063e-09,8.12090828026181e-10
69,10,9.76426631882579e-10,1.90318780451976e-11
69,11,-2.01560293866168e-09,2.77381948154769e-09
69,12,2.58735958859083e-09,8.06343147295776e-10
69,13,-5.63185936801873e-10,-5.95930489929612e-09
69,14,1.20944883813867e-09,1.35157040547674e-09
69,15,-1.09331728436102e-09,-4.29851248825964e-09
69,16,-3.60831844990553e-09,-3.75707549512579e-09
69,17,2.62717798890686e-09,-4.00786858586025e-09
69,18,-1.87725951313234e-09,-1.06523509808712e-09
69,19,5.13376306529147e-09,2.07763815550576e-09
69,20,3.89869086495735e-09,-1.38702454218177e-09
69,21,-2.10262635079492e-09,2.58062406956872e-09
69,22,-3.28407580665569e-09,-1.81711589434374e-09
69,23,-1.07055547479179e-09,1.41326890235221e-09
69,24,1.69380662669672e-09,2.47745257386953e-09
69,25,-1.3343140119184e-09,-2.60692325897068e-10
69,26,-5.45507118745387e-09,2.7235714079164e-09
69,27,-2.99069183789593e-09,-2.09495871227202e-11
69,28,-8.99867549431521e-10,-5.69890109037058e-10
69,29,-5.02390715416605e-10,-2.0610072217108e-09
69,30,-4.79629227396354e-10,1.35748461972852e-09
69,31,-5.31062089413109e-10,-1.79221464154156e-09
69,32,1.07990591156645e-09,-6.61157333540445e-10
69,33,4.16789272863842e-09,-7.55048943951182e-11
69,34,-8.42981668401541e-10,1.8394793032382e-09
69,35,-1.82104467511722e-09,2.54169893864613e-09
69,36,3.16841167250052e-09,1.58401788707857e-09
69,37,-2.03872504545478e-09,5.51022948191721e-09
69,38,-4.09166473764631e-09,-8.47496718438893e-10
69,39,-1.03753870055651e-09,-4.39092189514692e-10
69,40,-1.60979728059611e-09,-4.18977148763402e-09
69,41,-1.04829874221992e-09,-1.39278167604124e-09
69,42,-2.27751153405542e-09,2.25679627542255e-09
69,43,-1.936869139148e-10,5.72787756006475e-10
69,44,2.77959156989566e-09,-1.68082939612168e-09
69,45,9.98849174560734e-10,2.23580042266914e-09
69,46,-9.36223721629065e-10,-1.38971926001046e-09
69,47,1.32263225044767e-09,1.74874644617478e-09
69,48,-3.00529847294866e-10,1.45795343919441e-09
69,49,1.85052425185265e-09,8.8621408958368e-10
69,50,-3.76593276029583e-10,-9.25764808854644e-10
69,51,6.6451968447258e-10,-2.03779405982015e-09
69,52,-1.75856278861528e-09,5.55853214841798e-10
69,53,-2.87993430065935e-09,-5.34396382441216e-09
69,54,3.67467471741276e-09,-2.89252090754844e-09
69,55,2.41359049747647e-09,-2.77127412777595e-09
69,56,-5.08670683646869e-10,-1.13859496364327e-09
69,57,1.77316336083705e-09,-3.5279691412947e-10
69,58,-4.22399756958935e-09,2.62474383626293e-09
69,59,-1.49270516582567e-09,-6.91380073717934e-09
69,60,-3.11409592941685e-10,-1.34359227555837e-09
69,61,2.84649369819068e-09,-4.97409582925504e-09
69,62,-1.13537606312152e-09,-5.11055342865246e-10
69,63,3.13232816830331e-09,1.87658899030756e-09
69,64,-3.95199696611597e-09,2.67495063216037e-09
69,65,1.30091430808939e-09,-4.3069549880707e-10
69,66,-7.26012533177481e-09,1.46996255291265e-10
69,67,-2.88782115999254e-10,3.30722414736327e-09
69,68,-2.19704090818561e-10,9.33291123276642e-10
69,69,2.15049193834943e-09,-1.80764774201319e-09
70,0,-5.86830047313794e-10,0.0
70,1,9.03591954286069e-10,-1.93846856138848e-09
70,2,1.02832117402526e-10,2.40748954988972e-09
70,3,2.84261633295207e-09,-1.24528274404881e-09
70,4,2.13557233067526e-09,2.73847289903696e-09
70,5,5.23784690373884e-10,1.35804146014139e-09
70,6,-9.56034060594479e-10,9.72177539958765e-11
70,7,-6.44144011000128e-10,9.21966736850752e-10
70,8,2.70236865909333e-09,-3.70118969394836e-10
70,9,3.574345924455e-10,-1.43830478713824e-09
70,10,-6.22812849857633e-10,-8.83044234328184e-10
70,11,-7.34218886161326e-10,2.74310203108324e-09
70,12,-6.58317784845165e-10,3.57205217691962e-09
70,13,2.906217275142e-09,-2.34752863996532e-09
70,14,3.06048135247702e-09,1.86837581378612e-10
70,15,-1.20679455963159e-09,1.35783375286801e-09
70,16,-6.91340069417668e-10,-1.25653681830779e-09
70,17,5.31315641111004e-11,-2.51732291780068e-10
70,18,-2.7961634706727e-09,8.69734877833907e-11
70,19,-6.72512987228256e-10,-1.63532713418721e-09
70,20,-3.16024488971536e-09,3.85265541722381e-10
70,21,1.85389396417867e-09,-4.26836675156676e-10
70,22,-1.64283537302567e-09,-1.70194985540737e-09
70,23,1.44684661348641e-09,-3.5822121262145e-10
70,24,-6.98000687518831e-10,2.03966794310074e-09
70,25,-9.8893574760309e-10,-1.2600031747722e-09
70,26,-2.25695481564817e-09,1.40353901500157e-09
70,27,-8.11892340532958e-10,-6.36994126658421e-10
70,28,-2.083365786123e-09,1.84844715252444e-09
70,29,6.60017162065585e-10,2.33390973969029e-09
70,30,1.47972792412349e-09,1.16746306781301e-09
70,31,-2.32637506681283e-09,-1.84066924576944e-09
70,32,-2.64048679654086e-10,-8.37628401268188e-12
70,33,-1.02327955186416e-09,-3.20685586174792e-11
70,34,1.87599888619479e-09,1.10620700372894e-09
70,35,-4.97346302916238e-09,-3.4904976103102e-09
70,36,1.26106482681934e-09,-4.60138854105398e-10
70,37,-2.04780930969139e-09,1.45287651414312e-09
70,38,-1.39669528661085e-09,-2.55342219234505e-09
70,39,4.42403545849044e-09,-2.0867053499209e-09
70,40,-2.38187455202817e-09,3.09895795121478e-10
70,41,3.48874603253624e-09,1.41083901867399e-09
70,42,-9.89981618733381e-10,1.54220230623089e-09
70,43,-3.33222587550931e-09,-1.56389614898217e-09
70,44,9.68339690851348e-10,-5.29575281135479e-10
70,45,-9.71167964272905e-10,2.81927475375785e-09
70,46,-2.93526869076891e-09,-3.1587221391284e-10
70,47,-2.77092240560634e-10,-2.60837663462791e-09
70,48,1.32880091640997e-09,-1.99964795313129e-09
70,49,4.12970253241607e-10,-8.76149355228851e-10
70,50,4.84846206878637e-09,3.71006040524341e-10
70,51,1.28437883917921e-09,1.68126243704343e-09
70,52,-1.71523003576937e-10,3.31005694527937e-09
70,53,-2.6819413243584e-09,-4.13213717324547e-10
70,54,3.52731194602122e-09,2.67711604319617e-09
70,55,-1.76009727356669e-09,2.27624711212516e-09
70,56,2.16192635161826e-09,2.3128295985485e-09
70,57,2.66340436265609e-10,-1.0921049756258e-09
70,58,-4.41890996399248e-09,-2.81424965943911e-09
70,59,5.6460181927745e-09,-2.98841970904792e-09
70,60,-4.90041347552353e-10,3.68571952656728e-09
70,61,1.43880338981024e-09,-1.85868251229425e-09
70,62,5.36611550153428e-10,1.47286975790583e-09
70,63,-2.229301202692e-09,1.66581462238962e-09
70,64,-1.62544308142291e-09,1.67757840169435e-09
70,65,5.29614665832765e-10,1.3855627821374e-09
70,66,-1.59321539339451e-09,2.24580695324853e-09
70,67,1.26460677051399e-09,-1.14140348996022e-09
70,68,-3.06107682030793e-09,2.11623889518553e-09
70,69,-1.884310129144e-09,-9.312383163577e-12
70,70,2.98214665798648e-10,-1.40484139457899e-10
71,0,-2.6461299622342e-09,0.0
71,1,-1.64754755974311e-09,1.38235636040193e-09
71,2,4.7950396458267e-10,-2.80997356566342e-09
71,3,-1.58002454392902e-10,3.60079955737464e-10
71,4,2.83785934588863e-10,-2.04663651108093e-09
71,5,-3.39381563848576e-09,2.21362582601613e-09
71,6,4.65415707475536e-09,-1.48424601819887e-09
71,7,1.8268115174411e-09,2.29576382124355e-09
71,8,1.80454307515919e-09,2.2307503984827e-09
71,9,-1.19218624687849e-09,-1.56042078684947e-09
71,10,9.61269103846861e-11,1.37397763096526e-09
71,11,1.31193074909038e-09,2.00851071796185e-09
71,12,-2.52881780901121e-09,2.65254801829e-09
71,13,2.26300761463617e-09,6.87838017559784e-10
71,14,2.24419238012882e-09,-1.11661176517896e-09
71,15,-6.7472602683799e-10,1.19951292614096e-09
71,16,-1.3702329870559e-09,1.27392225255652e-09
71,17,9.24014758883566e-10,3.1618472046812e-09
71,18,-1.11559101725248e-09,6.1710785794028e-10
71,19,-1.20657293394276e-09,-5.86153523832844e-10
71,20,1.33624223460744e-10,1.26974192487295e-10
71,21,-5.73900953988776e-10,-2.00748020070991e-09
71,22,7.34531603237e-11,3.79184066396084e-09
71,23,-1.51383312260174e-09,-4.00481847858565e-09
71,24,-3.49851634721491e-10,1.49609454119628e-10
71,25,-1.78893650071377e-10,-1.20281729915254e-09
71,26,1.92137043388413e-09,-2.95091125029195e-09
71,27,9.5886643050225e-10,-4.08003790703425e-09
71,28,2.75810570834866e-10,1.40548671079387e-09
71,29,1.72353132663631e-09,3.4794239332197e-09
71,30,-2.88990026651198e-10,-9.07634801918281e-10
71,31,6.24017647025105e-10,-6.17904693233036e-10
71,32,2.04685179479427e-09,-4.18555309736067e-09
71,33,-2.96952492671705e-09,4.56348569953284e-09
71,34,1.48177172690269e-09,5.7214358805467e-10
71,35,-1.98592012901758e-09,-1.02644010560509e-09
71,36,-3.38124007839717e-09,-1.54707743600078e-09
71,37,1.00828648484035e-09,-1.46831204971828e-09
71,38,-2.62161288900758e-10,-6.68340641095546e-10
71,39,4.18434686005949e-09,-2.13733857030767e-10
71,40,2.52141838468959e-10,1.24443110267549e-09
71,41,1.89259305726949e-09,-8.00561132299694e-10
71,42,-2.80781074154907e-10,-4.80632931319782e-11
71,43,-1.6185541944372e-09,1.60653247744215e-09
71,44,1.33459917370611e-09,-4.91702710461874e-10
71,45,1.10295272964253e-09,-1.30418902257888e-09
71,46,-2.02564820054903e-09,2.13929968416789e-09
71,47,-2.89706212858661e-10,-5.47169336318655e-10
71,48,-4.20561538243633e-09,2.70825884394458e-09
71,49,2.06288641521534e-09,3.89250842227043e-10
71,50,1.62483432955853e-09,-1.08501614952845e-09
71,51,1.04303070706469e-09,-9.86389888421546e-10
71,52,-1.66903184551293e-09,-1.24054294943989e-09
71,53,4.63704082326246e-10,-7.28698431830184e-10
71,54,2.89978164436433e-09,4.45875988022873e-10
71,55,2.29251171629343e-09,1.32571289878942e-09
71,56,-1.84947414311986e-09,-8.79871560515744e-10
71,57,-1.76426452859906e-09,2.14267921877611e-09
71,58,-4.44601823724155e-10,2.51731321023115e-09
71,59,-2.33686380301679e-09,2.80827280286385e-09
71,60,-1.04112243665965e-09,9.85750343739294e-10
71,61,-5.48995075771605e-09,-1.40724639252106e-09
71,62,-2.115498621551e-09,-1.93155904276865e-09
71,63,1.02711043630546e-09,-1.01123087794121e-09
71,64,-6.93322329283315e-10,2.14361739752026e-09
71,65,-2.01677846148787e-09,2.15927615955796e-12
71,66,3.59160638703324e-09,2.00935147209444e-09
71,67,-3.29738562877025e-10,-3.30671208377689e-09
71,68,2.24243952991e-10,3.36001258859369e-09
71,69,-1.98367854706871e-10,-4.25198305914623e-10
71,70,-1.511681148204e-09,1.0669136083807e-09
71,71,-2.04378376276783e-09,-8.40547703535156e-10
72,0,-2.37175104337227e-09,0.0
72,1,7.20225372149756e-10,-1.30691068044393e-09
72,2,-2.03489192368535e-10,-4.36502531067947e-10
72,3,2.13379517641054e-09,3.76753846795953e-09
72,4,1.56870799190495e-09,-3.11486328850712e-09
72,5,-5.58163591091977e-10,1.74909130446695e-09
72,6,3.42253343015152e-09,-2.19344716461411e-10
72,7,-6.70382628233786e-10,4.03433295984461e-09
72,8,-6.97914358690193e-10,2.42777266081551e-09
72,9,-2.88597018695452e-09,2.43881013998864e-09
72,10,1.62235640085914e-09,2.1578226199466e-10
72,11,-1.1605980664023e-09,-2.7279011722106e-09
